Date,Location,AssetType,Category,ARMP,Army,Navy,USMC,MonthCount
2022-07-31,Consolidated,Expenses,Other Expenses,258947.47,151194.93,55711.57,52040.97,10
2022-07-31,Consolidated,Expenses,Total Operating Expenses,12896632.72,7827652.38,2789392.68,2279587.66,10
2022-07-31,Consolidated,Expenses,Net Operating Income/(Loss),15196598.70,15949779.43,-617815.47,-135365.26,10
2022-07-31,Consolidated,Net,Interest Revenue,210778.71,122191.48,44250.99,44336.24,10
2022-07-31,Consolidated,Net,Non-Operating Inc/(Exp),-11114.32,-9091.69,-1974.52,-48.11,10
2022-07-31,Consolidated,Net,Net Income/(Loss),15396263.09,16062879.22,-575539.00,-91077.13,10
2022-07-31,Consolidated,Net,Distributions,15072375.99,15870500.65,-645114.89,-153009.77,10
2022-07-31,Consolidated,Net,After Distributions,323887.10,192378.57,69575.89,61932.64,10
2022-07-31,Europe,Revenue,Gaming Machine Revenue,13525502.41,11260699.95,2264802.46,.00,10
2022-07-31,Europe,Revenue,Total Revenue,13525502.41,11260699.95,2264802.46,.00,10
2022-07-31,Europe,Revenue,Gaming NAFI,3922075.45,2280475.85,1641599.60,.00,10
2022-07-31,Europe,Revenue,Total Direct Reimbursement,3922075.45,2280475.85,1641599.60,.00,10
2022-07-31,Europe,Revenue,Net Revenue,9603426.96,8980224.10,623202.86,.00,10
2022-07-31,Europe,Expenses,Compensation & Benefits,3081886.55,2485906.36,595980.19,.00,10
2022-07-31,Europe,Expenses,Depreciation Expense,1138316.84,916594.84,221722.00,.00,10
2022-07-31,Europe,Expenses,Contractor Fees,13964.83,11161.86,2802.97,.00,10
2022-07-31,Europe,Expenses,Communications,112595.37,109427.30,3168.07,.00,10
2022-07-31,Europe,Expenses,TDY,71001.90,44612.26,26389.64,.00,10
2022-07-31,Europe,Expenses,PCS,48518.78,38725.60,9793.18,.00,10
2022-07-31,Europe,Expenses,IT Expense & Maint,350691.18,281249.57,69441.61,.00,10
2022-07-31,Europe,Expenses,Machine Expense & Maint,138295.23,99985.81,38309.42,.00,10
2022-07-31,Europe,Expenses,Vehicle Expense,36255.82,29803.37,6452.45,.00,10
2022-07-31,Europe,Expenses,Training,10019.60,8905.38,1114.22,.00,10
2022-07-31,Europe,Expenses,(Gain)/Loss on Disposals,1819.02,449.42,1369.60,.00,10
2022-07-31,Europe,Expenses,Audit-Independent,27347.30,22189.81,5157.49,.00,10
2022-07-31,Europe,Expenses,Audit-IMCOM Int Review,10410.68,8434.92,1975.76,.00,10
2022-07-31,Europe,Expenses,Other Expenses,97616.86,78628.74,18988.12,.00,10
2022-07-31,Europe,Expenses,Total Operating Expenses,5138739.96,4136075.24,1002664.72,.00,10
2022-07-31,Europe,Expenses,Net Operating Income/(Loss),4464687.00,4844148.86,-379461.86,.00,10
2022-07-31,Europe,Net,Interest Revenue,55305.85,46449.10,8856.75,.00,10
2022-07-31,Europe,Net,Non-Operating Inc/(Exp),-10968.23,-9032.06,-1936.17,.00,10
2022-07-31,Europe,Net,Net Income/(Loss),4509024.62,4881565.90,-372541.28,.00,10
2022-07-31,Europe,Net,Distributions,4386767.86,4782812.13,-396044.27,.00,10
2022-07-31,Europe,Net,After Distributions,122256.76,98753.77,23502.99,.00,10
2022-07-31,Korea,Revenue,Gaming Machine Revenue,17792809.10,17468521.05,324288.05,.00,10
2022-07-31,Korea,Revenue,Total Revenue,17792809.10,17468521.05,324288.05,.00,10
2022-07-31,Korea,Revenue,Gaming NAFI,3752087.94,3525210.94,226877.00,.00,10
2022-07-31,Korea,Revenue,Total Direct Reimbursement,3752087.94,3525210.94,226877.00,.00,10
2022-07-31,Korea,Revenue,Net Revenue,14040721.16,13943310.11,97411.05,.00,10
2022-07-31,Korea,Expenses,Compensation & Benefits,1532407.04,1496340.85,36066.19,.00,10
2022-07-31,Korea,Expenses,Depreciation Expense,758632.86,752662.28,5970.58,.00,10
2022-07-31,Korea,Expenses,Contractor Fees,8127.59,7911.72,215.87,.00,10
2022-07-31,Korea,Expenses,Communications,77924.82,76389.84,1534.98,.00,10
2022-07-31,Korea,Expenses,TDY,7229.61,7099.89,129.72,.00,10
2022-07-31,Korea,Expenses,PCS,74221.45,70771.09,3450.36,.00,10
2022-07-31,Korea,Expenses,IT Expense & Maint,205734.10,199820.19,5913.91,.00,10
2022-07-31,Korea,Expenses,Machine Expense & Maint,561853.08,560362.06,1491.02,.00,10
2022-07-31,Korea,Expenses,Vehicle Expense,6527.31,6293.77,233.54,.00,10
2022-07-31,Korea,Expenses,Training,6342.89,6292.39,50.50,.00,10
2022-07-31,Korea,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,10
2022-07-31,Korea,Expenses,Audit-Independent,16147.82,15700.28,447.54,.00,10
2022-07-31,Korea,Expenses,Audit-IMCOM Int Review,6118.37,5948.85,169.52,.00,10
2022-07-31,Korea,Expenses,Other Expenses,63492.70,62201.96,1290.74,.00,10
2022-07-31,Korea,Expenses,Total Operating Expenses,3324759.64,3267795.17,56964.47,.00,10
2022-07-31,Korea,Expenses,Net Operating Income/(Loss),10715961.52,10675514.94,40446.58,.00,10
2022-07-31,Korea,Net,Interest Revenue,72694.95,71330.78,1364.17,.00,10
2022-07-31,Korea,Net,Non-Operating Inc/(Exp),-52.71,-51.29,-1.42,.00,10
2022-07-31,Korea,Net,Net Income/(Loss),10788603.76,10746794.43,41809.33,.00,10
2022-07-31,Korea,Net,Distributions,10707487.44,10666556.77,40930.67,.00,10
2022-07-31,Korea,Net,After Distributions,81116.32,80237.66,878.66,.00,10
2022-07-31,Japan,Revenue,Gaming Machine Revenue,20497725.90,1072463.45,8483109.65,10942152.80,10
2022-07-31,Japan,Revenue,Total Revenue,20497725.90,1072463.45,8483109.65,10942152.80,10
2022-07-31,Japan,Revenue,Gaming NAFI,16048642.60,218565.85,7032146.35,8797930.40,10
2022-07-31,Japan,Revenue,Total Direct Reimbursement,16048642.60,218565.85,7032146.35,8797930.40,10
2022-07-31,Japan,Revenue,Net Revenue,4449083.30,853897.60,1450963.30,2144222.40,10
2022-07-31,Japan,Expenses,Compensation & Benefits,2570539.70,225645.54,1025049.86,1319844.30,10
2022-07-31,Japan,Expenses,Depreciation Expense,1114176.89,127922.12,411798.33,574456.44,10
2022-07-31,Japan,Expenses,Contractor Fees,14334.58,1287.17,5673.37,7374.04,10
2022-07-31,Japan,Expenses,Communications,68965.81,10778.53,24678.44,33508.84,10
2022-07-31,Japan,Expenses,TDY,21164.29,822.24,11278.61,9063.44,10
2022-07-31,Japan,Expenses,PCS,16963.11,1732.16,5786.69,9444.26,10
2022-07-31,Japan,Expenses,IT Expense & Maint,353152.63,30682.94,141288.53,181181.16,10
2022-07-31,Japan,Expenses,Machine Expense & Maint,111740.57,8997.59,47170.59,55572.39,10
2022-07-31,Japan,Expenses,Vehicle Expense,20933.96,1655.99,4368.25,14909.72,10
2022-07-31,Japan,Expenses,Training,3326.30,297.32,1316.59,1712.39,10
2022-07-31,Japan,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,10
2022-07-31,Japan,Expenses,Audit-Independent,29016.57,2612.93,11556.55,14847.09,10
2022-07-31,Japan,Expenses,Audit-IMCOM Int Review,10980.80,983.21,4364.97,5632.62,10
2022-07-31,Japan,Expenses,Other Expenses,97837.91,10364.23,35432.71,52040.97,10
2022-07-31,Japan,Expenses,Total Operating Expenses,4433133.12,423781.97,1729763.49,2279587.66,10
2022-07-31,Japan,Expenses,Net Operating Income/(Loss),15950.18,430115.63,-278800.19,-135365.26,10
2022-07-31,Japan,Net,Interest Revenue,82777.91,4411.60,34030.07,44336.24,10
2022-07-31,Japan,Net,Non-Operating Inc/(Exp),-93.38,-8.34,-36.93,-48.11,10
2022-07-31,Japan,Net,Net Income/(Loss),98634.71,434518.89,-244807.05,-91077.13,10
2022-07-31,Japan,Net,Distributions,-21879.31,421131.75,-290001.29,-153009.77,10
2022-07-31,Japan,Net,After Distributions,120514.02,13387.14,45194.24,61932.64,10
2023-07-31,Consolidated,Revenue,Gaming Machine Revenue,4631760.25,2692662.65,909020.35,1030077.25,1
2023-07-31,Consolidated,Revenue,Total Revenue,4631760.25,2692662.65,909020.35,1030077.25,1
2023-07-31,Consolidated,Revenue,Gaming NAFI,2104058.25,590207.90,729388.35,784462.00,1
2023-07-31,Consolidated,Revenue,Total Direct Reimbursement,2104058.25,590207.90,729388.35,784462.00,1
2023-07-31,Consolidated,Revenue,Net Revenue,2527702.00,2102454.75,179632.00,245615.25,1
2023-07-31,Consolidated,Expenses,Compensation & Benefits,732644.75,424902.59,179436.47,128305.69,1
2023-07-31,Consolidated,Expenses,Depreciation Expense,371117.19,236858.21,71939.26,62319.72,1
2023-07-31,Consolidated,Expenses,Contractor Fees,7500.00,4216.74,1915.22,1368.04,1
2023-07-31,Consolidated,Expenses,Communications,16245.11,14372.32,926.04,946.75,1
2023-07-31,Consolidated,Expenses,TDY,17934.03,3379.68,14188.43,365.92,1
2023-07-31,Consolidated,Expenses,PCS,58055.53,32942.42,14584.45,10528.66,1
2023-07-31,Consolidated,Expenses,IT Expense & Maint,26146.83,14057.58,6974.61,5114.64,1
2023-07-31,Consolidated,Expenses,Machine Expense & Maint,32486.96,19812.61,10483.45,2190.90,1
2023-07-31,Consolidated,Expenses,Vehicle Expense,7159.58,4516.79,1376.20,1266.59,1
2023-07-31,Consolidated,Expenses,Training,.00,.00,.00,.00,1
2023-07-31,Consolidated,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2023-07-31,Consolidated,Expenses,Audit-Independent,9834.50,5529.26,2511.39,1793.85,1
2023-07-31,Consolidated,Expenses,Audit-IMCOM Int Review,596.15,335.18,152.22,108.75,1
2023-07-31,Consolidated,Expenses,Other Expenses,28841.56,17558.23,6194.49,5088.84,1
2023-07-31,Consolidated,Expenses,Total Operating Expenses,1308562.19,778481.61,310682.23,219398.35,1
2023-07-31,Consolidated,Expenses,Net Operating Income/(Loss),1219139.81,1323973.14,-131050.23,26216.90,1
2023-07-31,Consolidated,Net,Interest Revenue,68070.08,40323.25,13971.67,13775.16,1
2023-07-31,Consolidated,Net,Non-Operating Inc/(Exp),-16601.48,-13461.59,-2987.30,-152.59,1
2023-07-31,Consolidated,Net,Net Income/(Loss),1270608.41,1350834.80,-120065.86,39839.47,1
2023-07-31,Consolidated,Net,Distributions,1270608.41,1350834.80,-120065.86,39839.47,1
2023-07-31,Consolidated,Net,After Distributions,.00,.00,.00,.00,1
2023-07-31,Europe,Revenue,Gaming Machine Revenue,1467595.45,1208848.40,258747.05,.00,1
2023-07-31,Europe,Revenue,Total Revenue,1467595.45,1208848.40,258747.05,.00,1
2023-07-31,Europe,Revenue,Gaming NAFI,403385.35,255224.70,148160.65,.00,1
2023-07-31,Europe,Revenue,Total Direct Reimbursement,403385.35,255224.70,148160.65,.00,1
2023-07-31,Europe,Revenue,Net Revenue,1064210.10,953623.70,110586.40,.00,1
2023-07-31,Europe,Expenses,Compensation & Benefits,317346.38,243254.31,74092.07,.00,1
2023-07-31,Europe,Expenses,Depreciation Expense,158683.96,134156.65,24527.31,.00,1
2023-07-31,Europe,Expenses,Contractor Fees,3017.71,2333.69,684.02,.00,1
2023-07-31,Europe,Expenses,Communications,7472.35,7026.89,445.46,.00,1
2023-07-31,Europe,Expenses,TDY,5991.79,2875.97,3115.82,.00,1
2023-07-31,Europe,Expenses,PCS,22537.73,17429.16,5108.57,.00,1
2023-07-31,Europe,Expenses,IT Expense & Maint,10270.76,7754.07,2516.69,.00,1
2023-07-31,Europe,Expenses,Machine Expense & Maint,26625.75,17547.96,9077.79,.00,1
2023-07-31,Europe,Expenses,Vehicle Expense,3595.24,3521.74,73.50,.00,1
2023-07-31,Europe,Expenses,Training,.00,.00,.00,.00,1
2023-07-31,Europe,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2023-07-31,Europe,Expenses,Audit-Independent,3957.01,3060.08,896.93,.00,1
2023-07-31,Europe,Expenses,Audit-IMCOM Int Review,239.86,185.49,54.37,.00,1
2023-07-31,Europe,Expenses,Other Expenses,13476.11,10075.25,3400.86,.00,1
2023-07-31,Europe,Expenses,Total Operating Expenses,573214.65,449221.26,123993.39,.00,1
2023-07-31,Europe,Expenses,Net Operating Income/(Loss),490995.45,504402.44,-13406.99,.00,1
2023-07-31,Europe,Net,Interest Revenue,18913.72,15600.58,3313.14,.00,1
2023-07-31,Europe,Net,Non-Operating Inc/(Exp),-16101.51,-13251.56,-2849.95,.00,1
2023-07-31,Europe,Net,Net Income/(Loss),493807.66,506751.46,-12943.80,.00,1
2023-07-31,Europe,Net,Distributions,493807.66,506751.46,-12943.80,.00,1
2023-07-31,Europe,Net,After Distributions,.00,.00,.00,.00,1
2023-07-31,Korea,Revenue,Gaming Machine Revenue,1377607.35,1372763.10,4844.25,.00,1
2023-07-31,Korea,Revenue,Total Revenue,1377607.35,1372763.10,4844.25,.00,1
2023-07-31,Korea,Revenue,Gaming NAFI,327866.30,313975.80,13890.50,.00,1
2023-07-31,Korea,Revenue,Total Direct Reimbursement,327866.30,313975.80,13890.50,.00,1
2023-07-31,Korea,Revenue,Net Revenue,1049741.05,1058787.30,-9046.25,.00,1
2023-07-31,Korea,Expenses,Compensation & Benefits,148075.63,145305.89,2769.74,.00,1
2023-07-31,Korea,Expenses,Depreciation Expense,84043.79,82705.29,1338.50,.00,1
2023-07-31,Korea,Expenses,Contractor Fees,1645.66,1593.35,52.31,.00,1
2023-07-31,Korea,Expenses,Communications,6072.42,6057.30,15.12,.00,1
2023-07-31,Korea,Expenses,TDY,440.20,426.21,13.99,.00,1
2023-07-31,Korea,Expenses,PCS,13686.19,13283.64,402.55,.00,1
2023-07-31,Korea,Expenses,IT Expense & Maint,5419.38,5250.76,168.62,.00,1
2023-07-31,Korea,Expenses,Machine Expense & Maint,1962.19,1904.43,57.76,.00,1
2023-07-31,Korea,Expenses,Vehicle Expense,304.96,303.51,1.45,.00,1
2023-07-31,Korea,Expenses,Training,.00,.00,.00,.00,1
2023-07-31,Korea,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2023-07-31,Korea,Expenses,Audit-Independent,2157.89,2089.30,68.59,.00,1
2023-07-31,Korea,Expenses,Audit-IMCOM Int Review,130.82,126.66,4.16,.00,1
2023-07-31,Korea,Expenses,Other Expenses,6186.11,6135.60,50.51,.00,1
2023-07-31,Korea,Expenses,Total Operating Expenses,270125.24,265181.94,4943.30,.00,1
2023-07-31,Korea,Expenses,Net Operating Income/(Loss),779615.81,793605.36,-13989.55,.00,1
2023-07-31,Korea,Net,Interest Revenue,23450.88,23154.21,296.67,.00,1
2023-07-31,Korea,Net,Non-Operating Inc/(Exp),-183.55,-177.72,-5.83,.00,1
2023-07-31,Korea,Net,Net Income/(Loss),802883.14,816581.85,-13698.71,.00,1
2023-07-31,Korea,Net,Distributions,802883.14,816581.85,-13698.71,.00,1
2023-07-31,Korea,Net,After Distributions,.00,.00,.00,.00,1
2023-07-31,Japan,Revenue,Gaming Machine Revenue,1786557.45,111051.15,645429.05,1030077.25,1
2023-07-31,Japan,Revenue,Total Revenue,1786557.45,111051.15,645429.05,1030077.25,1
2023-07-31,Japan,Revenue,Gaming NAFI,1372806.60,21007.40,567337.20,784462.00,1
2023-07-31,Japan,Revenue,Total Direct Reimbursement,1372806.60,21007.40,567337.20,784462.00,1
2023-07-31,Japan,Revenue,Net Revenue,413750.85,90043.75,78091.85,245615.25,1
2023-07-31,Japan,Expenses,Compensation & Benefits,267222.74,36342.39,102574.66,128305.69,1
2023-07-31,Japan,Expenses,Depreciation Expense,128389.44,19996.27,46073.45,62319.72,1
2023-07-31,Japan,Expenses,Contractor Fees,2836.63,289.70,1178.89,1368.04,1
2023-07-31,Japan,Expenses,Communications,2700.34,1288.13,465.46,946.75,1
2023-07-31,Japan,Expenses,TDY,11502.04,77.50,11058.62,365.92,1
2023-07-31,Japan,Expenses,PCS,21831.61,2229.62,9073.33,10528.66,1
2023-07-31,Japan,Expenses,IT Expense & Maint,10456.69,1052.75,4289.30,5114.64,1
2023-07-31,Japan,Expenses,Machine Expense & Maint,3899.02,360.22,1347.90,2190.90,1
2023-07-31,Japan,Expenses,Vehicle Expense,3259.38,691.54,1301.25,1266.59,1
2023-07-31,Japan,Expenses,Training,.00,.00,.00,.00,1
2023-07-31,Japan,Expenses,(Gain)/Loss on Disposals,.00,.00,.00,.00,1
2023-07-31,Japan,Expenses,Audit-Independent,3719.60,379.88,1545.87,1793.85,1
2023-07-31,Japan,Expenses,Audit-IMCOM Int Review,225.47,23.03,93.69,108.75,1
2023-07-31,Japan,Expenses,Other Expenses,9179.34,1347.38,2743.12,5088.84,1
2023-07-31,Japan,Expenses,Total Operating Expenses,465222.30,64078.41,181745.54,219398.35,1
2023-07-31,Japan,Expenses,Net Operating Income/(Loss),-51471.45,25965.34,-103653.69,26216.90,1
2023-07-31,Japan,Net,Interest Revenue,25705.48,1568.46,10361.86,13775.16,1
2023-07-31,Japan,Net,Non-Operating Inc/(Exp),-316.42,-32.31,-131.52,-152.59,1
2023-07-31,Japan,Net,Net Income/(Loss),-26082.39,27501.49,-93423.35,39839.47,1
2023-07-31,Japan,Net,Distributions,-26082.39,27501.49,-93423.35,39839.47,1
2023-07-31,Japan,Net,After Distributions,.00,.00,.00,.00,1
2023-07-31,Consolidated,Revenue,Gaming Machine Revenue,53513603.27,31261062.42,11068894.70,11183646.15,10
2023-07-31,Consolidated,Revenue,Total Revenue,53513603.27,31261062.42,11068894.70,11183646.15,10
2023-07-31,Consolidated,Revenue,Gaming NAFI,24178169.99,6317894.30,8909632.15,8950643.54,10
2023-07-31,Consolidated,Revenue,Total Direct Reimbursement,24178169.99,6317894.30,8909632.15,8950643.54,10
2023-07-31,Consolidated,Revenue,Net Revenue,29335433.28,24943168.12,2159262.55,2233002.61,10
2023-07-31,Consolidated,Expenses,Compensation & Benefits,7285658.03,4202286.36,1717658.00,1365713.67,10
2023-07-31,Consolidated,Expenses,Depreciation Expense,3075869.76,1916293.99,584756.75,574819.02,10
2023-07-31,Consolidated,Expenses,Contractor Fees,62124.50,34284.28,15865.16,11975.06,10
2023-07-31,Consolidated,Expenses,Communications,213385.05,157868.82,26676.65,28839.58,10
2023-07-31,Consolidated,Expenses,TDY,348095.28,148817.01,151716.24,47562.03,10
2023-07-31,Consolidated,Expenses,PCS,156881.46,65869.02,35694.95,55317.49,10
2023-07-31,Consolidated,Expenses,IT Expense & Maint,284367.48,152316.85,75424.01,56626.62,10
2023-07-31,Consolidated,Expenses,Machine Expense & Maint,1318921.69,560852.01,342424.97,415644.71,10
2023-07-31,Consolidated,Expenses,Vehicle Expense,74552.79,53283.89,11117.01,10151.89,10
2023-07-31,Consolidated,Expenses,Training,21202.78,9914.34,9738.89,1549.55,10
2023-07-31,Consolidated,Expenses,(Gain)/Loss on Disposals,304480.59,173492.18,52558.70,78429.71,10
2023-07-31,Consolidated,Expenses,Audit-Independent,84602.08,46755.56,21476.56,16369.96,10
2023-07-31,Consolidated,Expenses,Audit-IMCOM Int Review,26323.07,14543.97,6672.10,5107.00,10
2023-07-31,Consolidated,Expenses,Other Expenses,256826.78,152551.27,49017.09,55258.42,10
2023-07-31,Consolidated,Expenses,Total Operating Expenses,13513291.34,7689129.55,3100797.08,2723364.71,10
2023-07-31,Consolidated,Expenses,Net Operating Income/(Loss),15822141.94,17254038.57,-941534.53,-490362.10,10
2023-07-31,Consolidated,Net,Interest Revenue,609293.06,355616.83,127711.12,125965.11,10
2023-07-31,Consolidated,Net,Non-Operating Inc/(Exp),-15106.73,-9821.54,-3359.62,-1925.57,10
2023-07-31,Consolidated,Net,Net Income/(Loss),16416328.27,17599833.86,-817183.03,-366322.56,10
2023-07-31,Consolidated,Net,Distributions,16416328.27,17599833.86,-817183.03,-366322.56,10
2023-07-31,Consolidated,Net,After Distributions,.00,.00,.00,.00,10
2023-07-31,Europe,Revenue,Gaming Machine Revenue,14671107.97,12023132.87,2647975.10,.00,10
2023-07-31,Europe,Revenue,Total Revenue,14671107.97,12023132.87,2647975.10,.00,10
2023-07-31,Europe,Revenue,Gaming NAFI,4262558.40,2415549.00,1847009.40,.00,10
2023-07-31,Europe,Revenue,Total Direct Reimbursement,4262558.40,2415549.00,1847009.40,.00,10
2023-07-31,Europe,Revenue,Net Revenue,10408549.57,9607583.87,800965.70,.00,10
2023-07-31,Europe,Expenses,Compensation & Benefits,3080600.29,2381792.42,698807.87,.00,10
2023-07-31,Europe,Expenses,Depreciation Expense,1291341.70,1085116.38,206225.32,.00,10
2023-07-31,Europe,Expenses,Contractor Fees,24485.76,18880.12,5605.64,.00,10
2023-07-31,Europe,Expenses,Communications,90033.62,84229.24,5804.38,.00,10
2023-07-31,Europe,Expenses,TDY,143675.19,96005.71,47669.48,.00,10
2023-07-31,Europe,Expenses,PCS,35003.48,22269.34,12734.14,.00,10
2023-07-31,Europe,Expenses,IT Expense & Maint,111296.68,84072.41,27224.27,.00,10
2023-07-31,Europe,Expenses,Machine Expense & Maint,469145.32,346850.64,122294.68,.00,10
2023-07-31,Europe,Expenses,Vehicle Expense,50261.52,42521.68,7739.84,.00,10
2023-07-31,Europe,Expenses,Training,11116.90,2773.78,8343.12,.00,10
2023-07-31,Europe,Expenses,(Gain)/Loss on Disposals,121029.06,94326.54,26702.52,.00,10
2023-07-31,Europe,Expenses,Audit-Independent,33230.89,25684.68,7546.21,.00,10
2023-07-31,Europe,Expenses,Audit-IMCOM Int Review,10321.67,7983.32,2338.35,.00,10
2023-07-31,Europe,Expenses,Other Expenses,99873.73,76860.60,23013.13,.00,10
2023-07-31,Europe,Expenses,Total Operating Expenses,5571415.81,4369366.86,1202048.95,.00,10
2023-07-31,Europe,Expenses,Net Operating Income/(Loss),4837133.76,5238217.01,-401083.25,.00,10
2023-07-31,Europe,Net,Interest Revenue,162627.47,132620.35,30007.12,.00,10
2023-07-31,Europe,Net,Non-Operating Inc/(Exp),-9071.41,-7340.63,-1730.78,.00,10
2023-07-31,Europe,Net,Net Income/(Loss),4990689.82,5363496.73,-372806.91,.00,10
2023-07-31,Europe,Net,Distributions,4990689.82,5363496.73,-372806.91,.00,10
2023-07-31,Europe,Net,After Distributions,.00,.00,.00,.00,10
2023-07-31,Korea,Revenue,Gaming Machine Revenue,18344489.95,18097389.20,247100.75,.00,10
2023-07-31,Korea,Revenue,Total Revenue,18344489.95,18097389.20,247100.75,.00,10
2023-07-31,Korea,Revenue,Gaming NAFI,3857574.50,3674104.45,183470.05,.00,10
2023-07-31,Korea,Revenue,Total Direct Reimbursement,3857574.50,3674104.45,183470.05,.00,10
2023-07-31,Korea,Revenue,Net Revenue,14486915.45,14423284.75,63630.70,.00,10
2023-07-31,Korea,Expenses,Compensation & Benefits,1507503.85,1481199.70,26304.15,.00,10
2023-07-31,Korea,Expenses,Depreciation Expense,724342.78,716217.75,8125.03,.00,10
2023-07-31,Korea,Expenses,Contractor Fees,13388.06,13014.99,373.07,.00,10
2023-07-31,Korea,Expenses,Communications,56826.02,56633.87,192.15,.00,10
2023-07-31,Korea,Expenses,TDY,45651.52,43628.52,2023.00,.00,10
2023-07-31,Korea,Expenses,PCS,39118.79,38237.68,881.11,.00,10
2023-07-31,Korea,Expenses,IT Expense & Maint,58620.08,56924.15,1695.93,.00,10
2023-07-31,Korea,Expenses,Machine Expense & Maint,55802.30,54939.36,862.94,.00,10
2023-07-31,Korea,Expenses,Vehicle Expense,6767.43,6745.92,21.51,.00,10
2023-07-31,Korea,Expenses,Training,6864.94,6815.25,49.69,.00,10
2023-07-31,Korea,Expenses,(Gain)/Loss on Disposals,38903.96,38903.96,.00,.00,10
2023-07-31,Korea,Expenses,Audit-Independent,18334.48,17828.57,505.91,.00,10
2023-07-31,Korea,Expenses,Audit-IMCOM Int Review,5707.67,5553.09,154.58,.00,10
2023-07-31,Korea,Expenses,Other Expenses,63376.26,62802.18,574.08,.00,10
2023-07-31,Korea,Expenses,Total Operating Expenses,2641208.14,2599444.99,41763.15,.00,10
2023-07-31,Korea,Expenses,Net Operating Income/(Loss),11845707.31,11823839.76,21867.55,.00,10
2023-07-31,Korea,Net,Interest Revenue,213284.01,210092.83,3191.18,.00,10
2023-07-31,Korea,Net,Non-Operating Inc/(Exp),-2160.89,-2102.11,-58.78,.00,10
2023-07-31,Korea,Net,Net Income/(Loss),12056830.43,12031830.48,24999.95,.00,10
2023-07-31,Korea,Net,Distributions,12056830.43,12031830.48,24999.95,.00,10
2023-07-31,Korea,Net,After Distributions,.00,.00,.00,.00,10
2023-07-31,Japan,Revenue,Gaming Machine Revenue,20498005.35,1140540.35,8173818.85,11183646.15,10
2023-07-31,Japan,Revenue,Total Revenue,20498005.35,1140540.35,8173818.85,11183646.15,10
2023-07-31,Japan,Revenue,Gaming NAFI,16058037.09,228240.85,6879152.70,8950643.54,10
2023-07-31,Japan,Revenue,Total Direct Reimbursement,16058037.09,228240.85,6879152.70,8950643.54,10
2023-07-31,Japan,Revenue,Net Revenue,4439968.26,912299.50,1294666.15,2233002.61,10
2023-07-31,Japan,Expenses,Compensation & Benefits,2697553.89,339294.24,992545.98,1365713.67,10
2023-07-31,Japan,Expenses,Depreciation Expense,1060185.28,114959.86,370406.40,574819.02,10
2023-07-31,Japan,Expenses,Contractor Fees,24250.68,2389.17,9886.45,11975.06,10
2023-07-31,Japan,Expenses,Communications,66525.41,17005.71,20680.12,28839.58,10
2023-07-31,Japan,Expenses,TDY,158768.57,9182.78,102023.76,47562.03,10
2023-07-31,Japan,Expenses,PCS,82759.19,5362.00,22079.70,55317.49,10
2023-07-31,Japan,Expenses,IT Expense & Maint,114450.72,11320.29,46503.81,56626.62,10
2023-07-31,Japan,Expenses,Machine Expense & Maint,793974.07,159062.01,219267.35,415644.71,10
2023-07-31,Japan,Expenses,Vehicle Expense,17523.84,4016.29,3355.66,10151.89,10
2023-07-31,Japan,Expenses,Training,3220.94,325.31,1346.08,1549.55,10
2023-07-31,Japan,Expenses,(Gain)/Loss on Disposals,144547.57,40261.68,25856.18,78429.71,10
2023-07-31,Japan,Expenses,Audit-Independent,33036.71,3242.31,13424.44,16369.96,10
2023-07-31,Japan,Expenses,Audit-IMCOM Int Review,10293.73,1007.56,4179.17,5107.00,10
2023-07-31,Japan,Expenses,Other Expenses,93576.79,12888.49,25429.88,55258.42,10
2023-07-31,Japan,Expenses,Total Operating Expenses,5300667.39,720317.70,1856984.98,2723364.71,10
2023-07-31,Japan,Expenses,Net Operating Income/(Loss),-860699.13,191981.80,-562318.83,-490362.10,10
2023-07-31,Japan,Net,Interest Revenue,233381.58,12903.65,94512.82,125965.11,10
2023-07-31,Japan,Net,Non-Operating Inc/(Exp),-3874.43,-378.80,-1570.06,-1925.57,10
2023-07-31,Japan,Net,Net Income/(Loss),-631191.98,204506.65,-469376.07,-366322.56,10
2023-07-31,Japan,Net,Distributions,-631191.98,204506.65,-469376.07,-366322.56,10
2023-07-31,Japan,Net,After Distributions,.00,.00,.00,.00,10
2020-08-31,Consolidated,Revenue,Gaming Machine Revenue,3541069.75,2517550.30,520861.00,502658.45,1
2020-08-31,Consolidated,Revenue,Total Revenue,3541069.75,2517550.30,520861.00,502658.45,1
2020-08-31,Consolidated,Revenue,Gaming NAFI,1349609.05,534558.25,387807.60,427243.20,1
2020-08-31,Consolidated,Revenue,Total Direct Reimbursement,1349609.05,534558.25,387807.60,427243.20,1
2020-08-31,Consolidated,Revenue,Net Revenue,2191460.70,1982992.05,133053.40,75415.25,1
2020-08-31,Consolidated,Expenses,Compensation & Benefits,682534.87,405597.87,149630.91,127306.09,1
2020-08-31,Consolidated,Expenses,Depreciation Expense,362484.36,218190.45,73325.50,70968.41,1
