Page,Loc #,Location,Month,Revenue,NAFI Amt,Annual Revenue,Annual NAFI,"	Latitude",Longitude
124,2238,Palms 400601,15-May,43588.55,34870.85,,,26.460467,127.915076
124,2238,Palms 400601,15-Jun,82653.35,66122.7,,,26.460467,127.915076
124,2238,Palms 400601,15-Jul,65741.95,52593.55,,,26.460467,127.915076
124,2238,Palms 400601,15-Aug,35482.55,28386,,,26.460467,127.915076
124,2238,Palms 400601,15-Sep,64961.55,51969.25,704094.05,563275.2,26.460467,127.915076
124,2238,Palms 400601,15-Oct,54212.55,43370.05,,,26.460467,127.915076
124,2238,Palms 400601,15-Nov,55085.4,44068.35,,,26.460467,127.915076
124,2238,Palms 400601,15-Dec,69228.85,55383.1,,,26.460467,127.915076
124,2238,Palms 400601,16-Jan,43037.95,34430.35,,,26.460467,127.915076
124,2238,Palms 400601,16-Feb,56174.85,44939.9,,,26.460467,127.915076
124,2238,Palms 400601,16-Mar,40266.6,32213.3,,,26.460467,127.915076
124,2238,Palms 400601,16-Apr,57813.25,47359,,,26.460467,127.915076
124,2238,Palms 400601,16-May,84364,67491.25,,,26.460467,127.915076
124,2238,Palms 400601,16-Jun,53972.9,43178.3,,,26.460467,127.915076
124,2238,Palms 400601,16-Jul,53742.45,42993.95,,,26.460467,127.915076
124,2238,Palms 400601,16-Aug,58781.9,47025.5,,,26.460467,127.915076
124,2238,Palms 400601,16-Sep,52303.75,41843,678984.45,544296.05,26.460467,127.915076
124,2238,Palms 400601,16-Oct,57236.65,45789.3,,,26.460467,127.915076
124,2238,Palms 400601,16-Nov,81461.1,65168.9,,,26.460467,127.915076
124,2238,Palms 400601,16-Dec,40275.7,32220.6,,,26.460467,127.915076
124,2238,Palms 400601,17-Jan,51910.05,41528.05,,,26.460467,127.915076
124,2238,Palms 400601,17-Feb,61218.05,48974.45,,,26.460467,127.915076
124,2238,Palms 400601,17-Mar,64865.4,51892.35,,,26.460467,127.915076
124,2238,Palms 400601,17-Apr,60078.45,48141.5,,,26.460467,127.915076
124,2238,Palms 400601,17-May,85610.5,68409.65,,,26.460467,127.915076
125,2238,Palms 400601,17-Jun,61723.05,49378.45,,,26.460467,127.915076
125,2238,Palms 400601,17-Jul,40582.65,32466.1,,,26.460467,127.915076
125,2238,Palms 400601,17-Aug,57368.95,45895.15,,,26.460467,127.915076
125,2238,Palms 400601,17-Sep,44352.55,35482.05,706683.1,565346.55,26.460467,127.915076
125,2238,Palms 400601,17-Oct,71183.45,56946.75,,,26.460467,127.915076
125,2238,Palms 400601,17-Nov,44480.45,35584.35,,,26.460467,127.915076
125,2238,Palms 400601,17-Dec,41246.65,32997.3,,,26.460467,127.915076
125,2238,Palms 400601,18-Jan,65322.4,52257.9,,,26.460467,127.915076
125,2238,Palms 400601,18-Feb,40157.8,32126.25,,,26.460467,127.915076
125,2238,Palms 400601,18-Mar,50828.55,40662.85,,,26.460467,127.915076
125,2238,Palms 400601,18-Apr,58959.45,47167.55,,,26.460467,127.915076
125,2238,Palms 400601,18-May,88870.2,71096.2,,,26.460467,127.915076
125,2238,Palms 400601,18-Jun,75208.1,60166.45,,,26.460467,127.915076
125,2238,Palms 400601,18-Jul,38660.3,30928.25,,,26.460467,127.915076
125,2238,Palms 400601,18-Aug,85671.55,68537.25,,,26.460467,127.915076
125,2238,Palms 400601,18-Sep,62313.25,49850.6,722902.15,578321.7,26.460467,127.915076
125,2238,Palms 400601,18-Oct,78514.2,62811.35,,,26.460467,127.915076
125,2238,Palms 400601,18-Nov,85348.75,68279,,,26.460467,127.915076
125,2238,Palms 400601,18-Dec,41580,33264,,,26.460467,127.915076
125,2238,Palms 400601,19-Jan,45021.58,46343.7,,,26.460467,127.915076
125,2238,Palms 400601,19-Feb,60779.51,49526.1,,,26.460467,127.915076
125,2238,Palms 400601,19-Mar,39772.87,33244.65,,,26.460467,127.915076
125,2238,Palms 400601,19-Apr,116985.7,93588.55,,,26.460467,127.915076
125,2238,Palms 400601,19-May,103312.4,82649.9,,,26.460467,127.915076
125,2238,Palms 400601,19-Jun,88837.79,58415,,,26.460467,127.915076
125,2238,Palms 400601,19-Jul,59623.75,47699,,,26.460467,127.915076
125,2238,Palms 400601,19-Aug,44180.75,35344.6,,,26.460467,127.915076
125,2238,Palms 400601,19-Sep,61057.25,51748,825014.55,662913.85,26.460467,127.915076
125,2238,Palms 400601,19-Oct,71557.7,54343.95,,,26.460467,127.915076
125,2238,Palms 400601,19-Nov,80832.6,64666.1,,,26.460467,127.915076
125,2238,Palms 400601,19-Dec,79397.6,63518.1,,,26.460467,127.915076
125,2238,Palms 400601,20-Jan,63009.4,53446.75,,,26.460467,127.915076
125,2238,Palms 400601,20-Feb,76106.3,65199.6,,,26.460467,127.915076
125,2238,Palms 400601,20-Mar,96776.95,70067.8,,,26.460467,127.915076
125,2238,Palms 400601,20-Apr,9865.1,7892.1,,,26.460467,127.915076
125,2238,Palms 400601,20-Jun,43477.05,34781.65,,,26.460467,127.915076
125,2238,Palms 400601,20-Jul,38464.35,30771.45,,,26.460467,127.915076
125,2238,Palms 400601,20-Sep,39743.4,31794.7,599230.45,476482.2,26.460467,127.915076
125,2238,Palms 400601,20-Oct,41343.2,33074.55,,,26.460467,127.915076
125,2238,Palms 400601,20-Nov,56750.8,45400.65,,,26.460467,127.915076
125,2238,Palms 400601,20-Dec,31795,41565.25,,,26.460467,127.915076
125,2238,Palms 400601,21-Jan,18897.55,6325.3,,,26.460467,127.915076
125,2238,Palms 400601,21-Feb,6885.2,7237.9,,,26.460467,127.915076
125,2238,Palms 400601,21-Mar,94423.4,66472.5,,,26.460467,127.915076
125,2238,Palms 400601,21-Apr,31030.9,24824.75,,,26.460467,127.915076
125,2238,Palms 400601,21-May,40049.15,32039.3,,,26.460467,127.915076
125,2238,Palms 400601,21-Jun,57196.6,45757.25,,,26.460467,127.915076
126,2238,Palms 400601,21-Jul,42252.05,35020.65,,,26.460467,127.915076
126,2238,Palms 400601,21-Aug,68709.1,53748.25,,,26.460467,127.915076
126,2238,Palms 400601,21-Sep,39861,31888.8,529193.95,423355.15,26.460467,127.915076
126,2238,Palms 400601,21-Oct,55187.35,44149.9,,,26.460467,127.915076
126,2238,Palms 400601,21-Nov,51019.9,40815.95,,,26.460467,127.915076
126,2238,Palms 400601,21-Dec,46100.1,38591.1,,,26.460467,127.915076
126,2238,Palms 400601,22-Jan,10533.1,10117.5,,,26.460467,127.915076
126,2238,Palms 400601,22-Feb,35681.7,30416.45,,,26.460467,127.915076
126,2238,Palms 400601,22-Mar,78732.2,57712.55,,,26.460467,127.915076
126,2238,Palms 400601,22-Apr,60777.55,48622.05,,,26.460467,127.915076
126,2238,Palms 400601,22-May,51115.95,40892.75,,,26.460467,127.915076
126,2238,Palms 400601,22-Jun,41363.4,38066.65,,,26.460467,127.915076
126,2238,Palms 400601,22-Jul,57585.5,44681.2,,,26.460467,127.915076
126,2238,Palms 400601,22-Aug,57795.9,42648,,,26.460467,127.915076
126,2238,Palms 400601,22-Sep,59849.2,47879.4,605741.85,484593.5,26.460467,127.915076
126,2238,Palms 400601,22-Oct,26914.35,21531.5,,,26.460467,127.915076
126,2238,Palms 400601,22-Nov,47142.45,37713.95,,,26.460467,127.915076
126,2238,Palms 400601,22-Dec,54037.8,43230.25,,,26.460467,127.915076
126,2238,Palms 400601,23-Jan,78315,62652,,,26.460467,127.915076
126,2238,Palms 400601,23-Feb,67410.55,53928.4,,,26.460467,127.915076
126,2238,Palms 400601,23-Mar,46354.9,37083.9,,,26.460467,127.915076
126,2238,Palms 400601,23-Apr,56772.3,45417.85,,,26.460467,127.915076
126,2238,Palms 400601,23-May,38120.15,30496.1,,,26.460467,127.915076
126,2238,Palms 400601,23-Jun,59881.85,53299.75,,,26.460467,127.915076
126,2238,Palms 400601,23-Jul,54310.1,44492.7,,,26.460467,127.915076
126,2238,Palms 400601,23-Aug,97528.4,71583.85,,,26.460467,127.915076
126,2238,Palms 400601,23-Sep,53991.5,46977.6,680779.35,548407.85,26.460467,127.915076
126,3169,Hansen TLF,18-Sep,,,,,26.460467,127.915076
126,3169,Hansen TLF,19-Sep,1029.3,823.45,1029.3,823.45,26.460467,127.915076
126,3169,Hansen TLF,19-Oct,2437.2,1949.75,,,26.460467,127.915076
126,3169,Hansen TLF,19-Dec,3472.05,2777.65,,,26.460467,127.915076
126,3169,Hansen TLF,20-Jan,1249,999.2,,,26.460467,127.915076
126,3169,Hansen TLF,20-Feb,946,756.8,,,26.460467,127.915076
126,3169,Hansen TLF,20-Mar,4095,3276,,,26.460467,127.915076
127,3169,Hansen TLF,20-Jul,3651,2920.8,,,26.460467,127.915076
127,3169,Hansen TLF,20-Sep,15850.25,12680.2,,,26.460467,127.915076
127,3169,Hansen TLF,20-Nov,106,84.8,,,26.460467,127.915076
127,3169,Hansen TLF,20-Dec,103,82.4,,,26.460467,127.915076
127,3169,Hansen TLF,21-Feb,1404,1123.2,,,26.460467,127.915076
127,3169,Hansen TLF,21-Mar,1030,824,,,26.460467,127.915076
127,3169,Hansen TLF,21-Jun,1497.55,1198.05,,,26.460467,127.915076
127,3169,Hansen TLF,21-Jul,2586.75,2069.4,,,26.460467,127.915076
127,3169,Hansen TLF,21-Sep,3419.4,2735.5,10146.7,8117.35,26.460467,127.915076
127,3169,Hansen TLF,21-Oct,2938,2350.4,,,26.460467,127.915076
127,3169,Hansen TLF,21-Nov,1852.5,1482,,,26.460467,127.915076
127,3169,Hansen TLF,21-Dec,2322.4,1857.9,,,26.460467,127.915076
127,3169,Hansen TLF,22-Jan,27.2,2708.5,,,26.460467,127.915076
127,3169,Hansen TLF,22-Feb,3358.4,0,,,26.460467,127.915076
127,3169,Hansen TLF,22-Mar,1581.6,1265.3,,,26.460467,127.915076
127,3169,Hansen TLF,22-Apr,668534.4,,,,26.460467,127.915076
127,3169,Hansen TLF,22-May,3895.6,3116.5,,,26.460467,127.915076
127,3169,Hansen TLF,22-Jun,2296,1836.8,,,26.460467,127.915076
127,3169,Hansen TLF,22-Jul,1468,1174.4,,,26.460467,127.915076
127,3169,Hansen TLF,22-Aug,3899,3119.2,,,26.460467,127.915076
127,3169,Hansen TLF,22-Sep,0,19445.4,,,26.460467,127.915076
127,3169,Hansen TLF,22-Oct,6622,5297.6,,,26.460467,127.915076
127,3169,Hansen TLF,22-Nov,6082,4865.6,,,26.460467,127.915076
127,3169,Hansen TLF,22-Dec,3957.8,3166.25,,,26.460467,127.915076
127,3169,Hansen TLF,23-Jan,1697,1357.6,,,26.460467,127.915076
127,3169,Hansen TLF,23-Feb,1799,1439.2,,,26.460467,127.915076
127,3169,Hansen TLF,23-Mar,2458.8,1967.04,,,26.460467,127.915076
127,3169,Hansen TLF,23-Sep,-13.3,22603.3,18093.29,,26.460467,127.915076
127,3169,Hansen TLF,,,,539340.65,431472.5,26.460467,127.915076
127,3169,Hansen TLF,,,,630048.55,504038.9,26.460467,127.915076
127,3169,Hansen TLF,,,,703382.65,566501.14,26.460467,127.915076
128,1105,Hashmarks,13-Oct,63259.14,49737.45,,,26.39194,127.85944
128,1105,Hashmarks,13-Nov,36886.7,29509.35,,,26.39194,127.85944
128,1105,Hashmarks,13-Dec,47664.55,38131.65,,,26.39194,127.85944
128,1105,Hashmarks,14-Jan,50167.63,39509.2,,,26.39194,127.85944
128,1105,Hashmarks,14-Feb,29882.35,30328.3,,,26.39194,127.85944
128,1105,Hashmarks,14-Mar,42893.7,27892.55,,,26.39194,127.85944
128,1105,Hashmarks,14-Apr,33502.3,26801.85,,,26.39194,127.85944
128,1105,Hashmarks,14-May,74135.5,60429.25,,,26.39194,127.85944
128,1105,Hashmarks,14-Jun,40724.75,31459,,,26.39194,127.85944
128,1105,Hashmarks,14-Jul,37206,29764.8,,,26.39194,127.85944
128,1105,Hashmarks,14-Aug,30079.7,26234.8,,,26.39194,127.85944
128,1105,Hashmarks,14-Sep,45806.65,34474.3,532208.97,424272.5,26.39194,127.85944
128,1105,Hashmarks,14-Oct,92996.25,74397,,,26.39194,127.85944
128,1105,Hashmarks,14-Nov,55001.95,44991.6,,,26.39194,127.85944
128,1105,Hashmarks,14-Dec,58138.65,45520.95,,,26.39194,127.85944
128,1105,Hashmarks,15-Jan,33498.55,26798.85,,,26.39194,127.85944
128,1105,Hashmarks,15-Feb,62035.75,49628.6,,,26.39194,127.85944
128,1105,Hashmarks,15-Mar,47798.8,38239.05,,,26.39194,127.85944
128,1105,Hashmarks,15-Apr,55716.4,44573.1,,,26.39194,127.85944
128,1105,Hashmarks,15-May,27379.45,21903.55,,,26.39194,127.85944
128,1105,Hashmarks,15-Jun,47842.7,38274.15,,,26.39194,127.85944
128,1105,Hashmarks,15-Jul,31747,25397.6,,,26.39194,127.85944
128,1105,Hashmarks,15-Aug,44131.85,35305.45,,,26.39194,127.85944
128,1105,Hashmarks,15-Sep,35665.2,28532.15,591952.55,473562.05,26.39194,127.85944
128,1105,Hashmarks,15-Oct,28600.15,22880.1,,,26.39194,127.85944
128,1105,Hashmarks,15-Nov,35578.85,28463.1,,,26.39194,127.85944
128,1105,Hashmarks,15-Dec,62398.75,49919,,,26.39194,127.85944
128,1105,Hashmarks,16-Jan,53110.35,42488.3,,,26.39194,127.85944
128,1105,Hashmarks,16-Feb,14177.45,11341.95,,,26.39194,127.85944
128,1105,Hashmarks,16-Mar,48763.2,39010.55,,,26.39194,127.85944
128,1105,Hashmarks,16-Apr,51781.8,41425.45,,,26.39194,127.85944
128,1105,Hashmarks,16-May,54015.35,43212.25,,,26.39194,127.85944
128,1105,Hashmarks,16-Jun,74269.05,59415.25,,,26.39194,127.85944
128,1105,Hashmarks,16-Jul,54992.5,43994,,,26.39194,127.85944
128,1105,Hashmarks,16-Aug,49898.95,39919.15,,,26.39194,127.85944
128,1105,Hashmarks,16-Sep,39445.75,31556.6,567032.15,453625.7,26.39194,127.85944
128,1105,Hashmarks,16-Dec,51149.75,40919.8,,,26.39194,127.85944
128,1105,Hashmarks,17-Jan,32500.05,26000,,,26.39194,127.85944
129,1105,Hashmarks,17-Feb,40012.75,32010.2,,,26.39194,127.85944
129,1105,Hashmarks,17-Mar,60901.7,48721.35,,,26.39194,127.85944
129,1105,Hashmarks,17-Apr,44683.45,35746.75,,,26.39194,127.85944
129,1105,Hashmarks,17-May,38767.55,31014.05,,,26.39194,127.85944
129,1105,Hashmarks,17-Jun,48988.15,39190.5,,,26.39194,127.85944
129,1105,Hashmarks,17-Jul,30122.6,24098.05,,,26.39194,127.85944
129,1105,Hashmarks,17-Aug,41906.2,33524.95,,,26.39194,127.85944
129,1105,Hashmarks,17-Sep,54739.15,43791.3,443771.35,355016.95,26.39194,127.85944
129,1105,Hashmarks,17-Oct,22605.75,18084.6,,,26.39194,127.85944
129,1105,Hashmarks,17-Nov,42069.2,33655.35,,,26.39194,127.85944
129,1105,Hashmarks,17-Dec,49937.5,39950,,,26.39194,127.85944
129,1105,Hashmarks,18-Jan,27337.15,21869.7,,,26.39194,127.85944
129,1105,Hashmarks,18-Feb,58531.65,46825.3,,,26.39194,127.85944
129,1105,Hashmarks,18-Mar,64470.1,51576.05,,,26.39194,127.85944
129,1105,Hashmarks,18-Apr,48581.9,38865.55,,,26.39194,127.85944
129,1105,Hashmarks,18-May,33997.4,27197.95,,,26.39194,127.85944
129,1105,Hashmarks,18-Jun,42932.2,34345.75,,,26.39194,127.85944
129,1105,Hashmarks,18-Jul,11936.65,9549.3,,,26.39194,127.85944
129,1105,Hashmarks,18-Aug,24119.8,19295.85,,,26.39194,127.85944
129,1105,Hashmarks,18-Sep,16373.15,13098.5,442892.45,354313.9,26.39194,127.85944
129,1105,Hashmarks,18-Oct,22272.4,17817.9,,,26.39194,127.85944
129,1105,Hashmarks,18-Nov,3087.85,2470.3,,,26.39194,127.85944
129,1105,Hashmarks,18-Dec,7024,5619.2,,,26.39194,127.85944
129,1105,Hashmarks,19-Jan,11222.55,8978.05,,,26.39194,127.85944
129,1105,Hashmarks,19-Feb,34768.6,27814.9,,,26.39194,127.85944
129,1105,Hashmarks,19-Mar,49238.35,39390.7,,,26.39194,127.85944
129,1105,Hashmarks,19-Apr,29907.9,23926.3,,,26.39194,127.85944
129,1105,Hashmarks,19-May,16394.85,13115.9,,,26.39194,127.85944
129,1105,Hashmarks,19-Jun,13635.1,15343.5,,,26.39194,127.85944
129,1105,Hashmarks,19-Jul,30928.5,20307.35,,,26.39194,127.85944
129,1105,Hashmarks,19-Aug,19066.65,15253.3,,,26.39194,127.85944
129,1105,Hashmarks,19-Sep,14112.75,11290.2,251659.5,201327.6,26.39194,127.85944
129,1105,Hashmarks,19-Oct,14302,11441.6,,,26.39194,127.85944
129,1105,Hashmarks,19-Nov,13667.95,10934.35,,,26.39194,127.85944
129,1105,Hashmarks,19-Dec,6907.2,5525.75,,,26.39194,127.85944
129,1105,Hashmarks,20-Jan,8298.85,6639.1,,,26.39194,127.85944
129,1105,Hashmarks,20-Feb,664.15,531.3,,,26.39194,127.85944
129,1105,Hashmarks,20-Mar,2044.3,2607.1,,,26.39194,127.85944
129,1105,Hashmarks,20-Apr,11555.95,8273.1,,,26.39194,127.85944
129,1105,Hashmarks,20-Jun,5199.5,4159.6,,,26.39194,127.85944
129,1105,Hashmarks,20-Sep,7341.5,5873.2,69981.4,55985.1,26.39194,127.85944
129,1105,Hashmarks,20-Oct,2697.8,2158.25,,,26.39194,127.85944
130,1105,Hashmarks,20-Nov,10702.75,8562.2,,,26.39194,127.85944
130,1105,Hashmarks,20-Dec,12709.75,10167.8,,,26.39194,127.85944
130,1105,Hashmarks,21-Jan,9277.35,7421.9,,,26.39194,127.85944
130,1105,Hashmarks,21-Feb,2632,2105.6,,,26.39194,127.85944
130,1105,Hashmarks,21-Mar,2134.25,1707.4,,,26.39194,127.85944
130,1105,Hashmarks,21-Apr,6845.65,5476.5,,,26.39194,127.85944
130,1105,Hashmarks,21-Jul,2029,1623.2,,,26.39194,127.85944
130,1105,Hashmarks,21-Aug,9619.1,7695.3,,,26.39194,127.85944
130,1105,Hashmarks,21-Sep,2372,1897.6,61019.65,48815.75,26.39194,127.85944
130,1105,Hashmarks,21-Oct,3849,3079.2,,,26.39194,127.85944
130,1105,Hashmarks,21-Nov,6054.95,4843.95,,,26.39194,127.85944
130,1105,Hashmarks,21-Dec,2924.7,2339.75,,,26.39194,127.85944
130,1105,Hashmarks,22-Jan,8019.5,6415.6,,,26.39194,127.85944
130,1105,Hashmarks,22-Feb,5270.35,4216.3,,,26.39194,127.85944
130,1105,Hashmarks,22-Mar,4828.3,3862.65,,,26.39194,127.85944
130,1105,Hashmarks,22-Apr,6747,5397.6,,,26.39194,127.85944
130,1105,Hashmarks,22-May,3492,2793.6,,,26.39194,127.85944
130,1105,Hashmarks,22-Jun,5530,4424,,,26.39194,127.85944
130,1105,Hashmarks,22-Jul,287.8,230.25,,,26.39194,127.85944
130,1105,Hashmarks,22-Aug,3655.7,2924.55,,,26.39194,127.85944
130,1105,Hashmarks,22-Sep,610,488,51269.3,41015.45,26.39194,127.85944
130,1105,Hashmarks,22-Oct,2261,1808.8,,,26.39194,127.85944
130,1105,Hashmarks,22-Nov,5555,4444,,,26.39194,127.85944
130,1105,Hashmarks,22-Dec,2248.05,1798.45,,,26.39194,127.85944
130,1105,Hashmarks,23-Jan,2440,1952,,,26.39194,127.85944
130,1105,Hashmarks,23-Feb,8118,6494.4,,,26.39194,127.85944
130,1105,Hashmarks,23-Mar,3304.9,2643.92,,,26.39194,127.85944
130,1105,Hashmarks,23-May,-0.02,,,,26.39194,127.85944
130,1105,Hashmarks,23-Sep,-7,23919.95,19141.55,,26.39194,127.85944
130,1107,Courtney BC 400701,13-Oct,17715.64,14440,,,26.39194,127.85944
130,1107,Courtney BC 400701,13-Nov,17167.15,13733.75,,,26.39194,127.85944
130,1107,Courtney BC 400701,13-Dec,29661.2,24950.8,,,26.39194,127.85944
130,1107,Courtney BC 400701,14-Jan,30880.98,22771.2,,,26.39194,127.85944
130,1107,Courtney BC 400701,14-Feb,17532.7,14026.2,,,26.39194,127.85944
130,1107,Courtney BC 400701,14-Mar,47875.65,38300.5,,,26.39194,127.85944
130,1107,Courtney BC 400701,14-Apr,33977.7,27182.15,,,26.39194,127.85944
130,1107,Courtney BC 400701,14-May,24186.95,24397,,,26.39194,127.85944
131,1107,Courtney BC 400701,14-Jun,33027.4,21374.5,,,26.39194,127.85944
131,1107,Courtney BC 400701,14-Jul,33225.25,26580.2,,,26.39194,127.85944
131,1107,Courtney BC 400701,14-Aug,23417.75,18734.2,,,26.39194,127.85944
131,1107,Courtney BC 400701,14-Sep,38974.95,31179.95,347643.32,277670.45,26.39194,127.85944
131,1107,Courtney BC 400701,14-Oct,26675.35,21340.3,,,26.39194,127.85944
131,1107,Courtney BC 400701,14-Nov,53393.95,43748,,,26.39194,127.85944
131,1107,Courtney BC 400701,14-Dec,45256.05,35172,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Jan,38688.25,30950.6,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Feb,27573.65,22058.95,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Mar,21956.65,17565.3,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Apr,20348.7,16278.95,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-May,27856.4,22285.1,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Jun,22188.3,17750.65,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Jul,35249.15,28199.3,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Aug,23790.3,19032.25,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Sep,24342.05,19473.65,367318.8,293855.05,26.39194,127.85944
131,1107,Courtney BC 400701,15-Oct,33587.05,26869.65,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Nov,28148.15,22518.5,,,26.39194,127.85944
131,1107,Courtney BC 400701,15-Dec,25831.2,20664.95,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Jan,8064.45,6451.55,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Feb,25174.45,20139.55,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Mar,17753.6,14202.85,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Apr,27512.4,20901.5,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-May,28998.3,23198.65,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Jun,47917.55,38334.05,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Jul,25695.7,20556.55,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Aug,24046.65,19237.3,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Sep,43418.1,34734.5,336147.6,267809.6,26.39194,127.85944
131,1107,Courtney BC 400701,16-Oct,41952.65,33562.15,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Nov,28162.15,22529.7,,,26.39194,127.85944
131,1107,Courtney BC 400701,16-Dec,21890.8,17512.65,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Jan,6917.65,5534.1,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Feb,14307.75,11446.2,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Mar,21777.9,17422.3,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Apr,21370.75,17096.6,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-May,21425,17140,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Jun,36819.15,29455.35,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Jul,8555.3,6844.25,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Aug,13604.95,10883.95,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Sep,14756,11804.8,251540.05,201232.05,26.39194,127.85944
131,1107,Courtney BC 400701,17-Oct,27651.05,22120.85,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Nov,37266.05,29812.85,,,26.39194,127.85944
131,1107,Courtney BC 400701,17-Dec,27853.1,22282.5,,,26.39194,127.85944
131,1107,Courtney BC 400701,18-Jan,23735.8,18988.65,,,26.39194,127.85944
131,1107,Courtney BC 400701,18-Feb,23208.85,18567.05,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Mar,26329.65,21063.7,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Apr,14220.5,11376.4,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-May,34871.65,27897.3,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Jun,17172.5,13738,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Jul,44634,35707.2,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Aug,39367.75,31494.2,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Sep,30176,24140.8,346486.9,277189.5,26.39194,127.85944
132,1107,Courtney BC 400701,18-Oct,40790.1,32632.1,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Nov,37412.35,29929.85,,,26.39194,127.85944
132,1107,Courtney BC 400701,18-Dec,40765,32612,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Jan,64348.1,53760.1,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Feb,5056.4,1763.5,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Apr,17290.4,18665.6,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-May,39296.35,28417.65,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Jun,40845.3,34197.8,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Jul,36655.15,30654.4,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Aug,54168.55,38669.25,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Sep,6386.85,10386.4,383014.55,311688.65,26.39194,127.85944
132,1107,Courtney BC 400701,19-Oct,30053.45,18765.85,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Nov,17392.8,16849.05,,,26.39194,127.85944
132,1107,Courtney BC 400701,19-Dec,40336.3,34902.3,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Jan,40450.85,26792.6,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Feb,34215.7,27372.55,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Mar,31744.15,25395.35,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Apr,9930.45,7944.35,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Jun,10479.6,8383.7,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Jul,30589.05,24471.25,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Aug,22142.9,17714.3,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Sep,39562.05,31649.65,306897.3,240240.95,26.39194,127.85944
132,1107,Courtney BC 400701,20-Oct,16517.9,13214.3,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Nov,31987.1,25589.65,,,26.39194,127.85944
132,1107,Courtney BC 400701,20-Dec,36115.5,28892.4,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Feb,35579.35,28463.45,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Mar,22260,17808,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Apr,14801,11840.8,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-May,18945.5,15156.4,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Jun,22603.9,19973.6,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Jul,32102.95,23791.9,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Aug,12705.95,12651.55,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Sep,15834.65,10180.95,259453.8,207563,26.39194,127.85944
132,1107,Courtney BC 400701,21-Oct,2345.7,1876.55,,,26.39194,127.85944
132,1107,Courtney BC 400701,21-Nov,0,0,,,26.39194,127.85944
